event_id,title,slug,category_id,category_slug,age_limit,min_price,max_price,available_tickets_count,event_starts_at,event_ends_at,sell_starts_at,sell_ends_at,upcoming_mode,venue_id,venue_name,venue_phone,venue_mobile,venue_latitude,venue_longitude,poster_url,poster_bg_url,public_state,web_view_rotate
8979,,budushee-kotoroe-sozdayot-mechta,4,theatre,14+,10,15,383,2025-11-28T15:00:00.000000Z,2025-11-28T16:30:00.000000Z,2025-11-05T06:00:00.000000Z,2025-11-28 19:30:00,,17,Academic Russian Drama Theater,(+994 12) 493 76 54,,40.3724668,49.8406605,https://cdn.iticket.az/event/poster/nTj0ysKVkAl5cZ6HLXffqiweywKH5i4tNeO9b3Z3.png,https://cdn.iticket.az/event/poster_bg/HEdaVbSyWsDMrsE6USPZWvD6e7uYcPSwNntwlP5U.jpg,1,True
7877,,aliqulu-is-getting-married-today,4,theatre,6+,8,15,558,2025-11-28T15:00:00.000000Z,2025-12-13T16:30:00.000000Z,2025-10-17T06:00:00.000000Z,2025-12-13 19:30:00,,44,Azerbaijan State Academic Musical Theatre,(+994 12) 598 49 17,,40.3686438,49.8400248,https://cdn.iticket.az/event/poster/uhLGHu7oYITBqVQcFXSfRkXTtICaoSfmaMNv0cGw.png,https://cdn.iticket.az/event/poster_bg/FX12RENRKgBb2qMqTd6vYlZ3o6xP6kQyF7Bt7x1T.jpg,1,True
7148,,the-devil-and-mdt,4,theatre,12+,10,25,510,2025-11-28T15:00:00.000000Z,2025-12-19T16:30:00.000000Z,2025-10-16T06:00:00.000000Z,2025-12-19 19:30:00,,8,Academic National Drama Theatre,(+994 12) 596 26 47,,40.3752448,49.8311684,https://cdn.iticket.az/event/poster/HVeqRu2UIiOuHrN3xzlQyNuQhJ3Equ3TnzVUsJn4.png,https://cdn.iticket.az/event/poster_bg/ilWPLd6HnW244PGXaQVvmph7RmIvW83wCZFHn5cT.jpg,1,True
8579,,singles-night-hayal,74,hayal-kahvesi,18+,12,20,1685,2025-11-28T15:30:00.000000Z,2025-11-28T19:30:00.000000Z,2025-01-23T08:00:00.000000Z,2025-11-28 22:30:00,,357,Hayal Kahvesi,+994 55 208 41 41,,40.3707404,49.8496994,https://cdn.iticket.az/event/poster/wXBCGDlW7ImBRBzBoyBxbmM3Y74sUJQDP8I24mkc.png,https://cdn.iticket.az/event/poster_bg/xjZcRnkpovxCttJVESyYEi0fSYUsay36qYhVmgnA.jpg,1,True
6294,,klub-anonimnyh-alkogolikov2025,4,theatre,18+,35,35,13,2025-11-28T15:30:00.000000Z,2025-11-28T17:00:00.000000Z,2024-10-14T06:00:00.000000Z,2025-11-28 19:35:00,,381,Teatr O2,+994 51 579 03 42‬,,40.3692189,49.8305985,https://cdn.iticket.az/event/poster/qCdb911U4F6dDYgglC2cuamqzwZBFGfRYUxDjYqo.png,https://cdn.iticket.az/event/poster_bg/NqYzIurlLruBzjkuQuGFkZ2JPkAoWQGESMT0jaWg.jpg,1,True
9882,,orkhan-zeynalli2025,3,concerts,6+,25,200,779,2025-11-28T16:00:00.000000Z,2025-11-30T17:00:00.000000Z,2025-09-15T08:00:00.000000Z,2025-11-30 19:30:00,,6,Heydar Aliyev Palace,(+994 12) 493 55 11,+994 50 493 55 11,40.3778158,49.8412733,https://cdn.iticket.az/event/poster/wujM5PwfnqetTSaATWDQLuJPSng8ihMjn66afLj0.png,https://cdn.iticket.az/event/poster_bg/hgXW6j4OIxKquhzqDtNVZUOVYHS86gzNkSRYVSZM.jpg,1,True
9473,,find-the-melody,3,concerts,12+,5,5,23,2025-11-28T16:15:00.000000Z,2025-11-28T18:00:00.000000Z,2025-07-16T08:00:00.000000Z,2025-11-28 20:15:00,,352,Best Place Baku,+994(77) 330 99 33,+994(50) 545 81 48,40.3675971,49.8364869,https://cdn.iticket.az/event/poster/oskNv5bnc22uQRbIFIDnVWQ6Ed0StAiewTdmIvQE.png,https://cdn.iticket.az/event/poster_bg/3l2ncAn1wSq1CPn8S9GJzCniQYQAaeUkr71iTVmU.jpg,1,True
9868,,k-pop-demon-hunters-,7,kids,3+,10,10,415,2025-11-29T06:00:00.000000Z,2025-11-29T07:00:00.000000Z,2025-11-13T08:00:00.000000Z,2025-11-29 10:30:00,,27,The concert hall of Opera Studio to Baku Music Academy,(+994 12)493 02 30,,40.3770634,49.844961,https://cdn.iticket.az/event/poster/njEOtA5ijDBvZjXoBN9ZnHuIPVvC1z1oc11gfAfQ.png,https://cdn.iticket.az/event/poster_bg/WvEbdMngRem3NWgM5RPIgeBCOG0j0pg1ew5IKDSg.jpg,1,True
10334,,disneyland-festival-in-sumgait2025,7,kids,3+,8,20,1553,2025-11-29T06:30:00.000000Z,2025-11-29T14:00:00.000000Z,2025-11-18T08:00:00.000000Z,2025-11-29 17:00:00,,331,Sumgayit State Drama Theater,(018) 655 92 21,,40.5966405,49.6692083,https://cdn.iticket.az/event/poster/6XL0yPp2Dx5mh5f1libAYq1jtyw1ufrOj0FqoTbm.png,https://cdn.iticket.az/event/poster_bg/UnXeSy0fKLrz4ahVDlzL6t4AkNOqgzhDCTK65a9b.jpg,1,True
10332,,tiq-tiq-xanim11,4,theatre,2+,3,3,196,2025-11-29T08:00:00.000000Z,2025-11-29T10:40:00.000000Z,2025-11-18T08:00:00.000000Z,2025-11-29 14:05:00,,615,Nakhchivan State Puppet Theatre,,099 758 98 55,39.2095698,45.4080954,https://cdn.iticket.az/event/poster/KfR2AqhaMDjB2R80iKO4SogB3GFAgZ1AiM5LUVWC.png,https://cdn.iticket.az/event/poster_bg/0SyjYWH6SnuC9QowQCBTCqQ6I5E9xHtfWmD8K8h8.jpg,1,True
9470,,qehreman-danisir-taleyleri-alisdiran-forum,31,seminar,16+,50,150,95,2025-11-29T08:00:00.000000Z,2025-11-29T14:00:00.000000Z,2025-11-10T06:00:00.000000Z,2025-11-29 15:00:00,,84,"The Landmark Hotel Baku, 22nd floor",(+994 12) 465 20 00,,40.3759882,49.8499517,https://cdn.iticket.az/event/poster/MulZy7xOKlw1vCMEoNF4M2Ga3VmkmCrlcOzH9Cbj.png,https://cdn.iticket.az/event/poster_bg/0F6MeV8hvP9s93WkAk6YqiDm1aqFtZ54Glk3NwWz.jpg,1,True
7923,,bremenskie-muzykanty,7,kids,0+,5,5,394,2025-11-29T08:00:00.000000Z,2025-12-13T09:00:00.000000Z,2025-10-16T08:00:00.000000Z,2025-12-13 12:30:00,,17,Academic Russian Drama Theater,(+994 12) 493 76 54,,40.3724668,49.8406605,https://cdn.iticket.az/event/poster/tRTz5KyAxli7H2O3ZOoSwhgGIQeZ2r4knfpSXiE7.png,https://cdn.iticket.az/event/poster_bg/aCpFV1YE4W264YICCwX1TfhiCyxGl5oDeE3BUuVo.jpg,1,True
7404,,ayla-the-daughter-of-war-2017,98,cinema,3+,6,6,203,2025-11-29T08:00:00.000000Z,2025-11-29T10:00:00.000000Z,2024-09-09T08:00:00.000000Z,2025-11-29 12:20:00,,501,Baku Cinema,+994 (12) 375‒38‒60,+994 51‒535‒99‒73,40.3861711,49.959769,https://cdn.iticket.az/event/poster/Q9G1J7m7yBsUXW9RDS1tp9Iu5ZyLZPKykugpVzCV.png,https://cdn.iticket.az/event/poster_bg/KLVKd2DXyeQBNSxhC1OoCJ9JIN5f2Z3723IN1Jyq.jpg,1,True
6832,,neon-creativity,7,kids,3+,16,18,50,2025-11-29T08:00:00.000000Z,2025-11-29T14:00:00.000000Z,2024-05-01T08:00:00.000000Z,2025-11-29 17:15:00,,229,Free Children,(+994) 50 433 06 71,(+994) 55 350 03 06,40.3945471,49.8351519,https://cdn.iticket.az/event/poster/3btDXlqRWEuECaAEeD59hJ3WpKIZLVIZUljJ2eaI.png,https://cdn.iticket.az/event/poster_bg/U8NzXaxpfBtmGY1JDRZUr4KPjV0dHlTHSOU1z95m.jpg,1,True
6440,,two-witches,7,kids,3+,7,7,284,2025-11-29T08:00:00.000000Z,2025-11-29T09:00:00.000000Z,2025-10-17T08:00:00.000000Z,2025-11-29 12:30:00,,44,Azerbaijan State Academic Musical Theatre,(+994 12) 598 49 17,,40.3686438,49.8400248,https://cdn.iticket.az/event/poster/ezfzGVnjUHwneGXEUJgpqazZ2aTlitozQ4I8fODH.png,https://cdn.iticket.az/event/poster_bg/mFNe8vTujIejfhF4ey2oE83GnBpP8wdYNaec1bsc.jpg,1,True
5610,,little-red-riding-hoodd,4,theatre,3+,5,5,227,2025-11-29T08:00:00.000000Z,2025-11-29T12:50:00.000000Z,2023-09-29T08:00:00.000000Z,2025-11-29 16:10:00,,145,Azerbaijan State Puppet Theatr,(+994 12) 4926425,,40.367174,49.838835,https://cdn.iticket.az/event/poster/Au2TZfURMaxyab8DNOagM8VLpPkj4aYDYnG7mfYM.png,https://cdn.iticket.az/event/poster_bg/BvXeArDvzKd735jyCFAKuWXTfuDbC3wVZzONofFD.jpg,1,True
3721,,-the-guest-in-the-fairytale-,4,theatre,3+,7,8,60,2025-11-29T08:00:00.000000Z,2025-11-29T09:10:00.000000Z,2024-12-23T08:00:00.000000Z,2025-11-29 12:05:00,,236,Shusha State Musical Drama Theatre,,+994 70 666 44 55,40.4251788,49.8439495,https://cdn.iticket.az/event/poster/m6MKGp1nTCveawG6MS2tqfiuxg9Fqms4DwUa7qvE.png,https://cdn.iticket.az/event/poster_bg/taWqryZyncHxa24ySAjNsnJgW5YNyw4jW7GarGf7.jpg,1,True
1086,,qogalin-serguzeshtleri,7,kids,4+,8,12,39,2025-11-29T08:00:00.000000Z,2025-11-29T09:10:00.000000Z,2024-10-23T20:00:00.000000Z,2025-11-29 12:30:00,,13,National Theatre of Young Spectators,,(+994 51) 466 23 80,40.3740928,49.8449118,https://cdn.iticket.az/event/poster/iPCgf7VXdihFXvmWbvIRnr1Miey58GcdcMCsCIVw.png,https://cdn.iticket.az/event/poster_bg/uTlSsfhaRYcl8fYGTH1sY30PGeHMtL8aaPUUpuAp.jpg,1,True
10300,,masterclass-engineer-for-a-day,7,kids,5+,12,12,90,2025-11-29T09:00:00.000000Z,2025-12-27T12:30:00.000000Z,2025-11-13T08:00:00.000000Z,2025-12-27 14:00:00,,520,Menar School,0512072848,0512072848,40.3775387,49.9548089,https://cdn.iticket.az/event/poster/au8esyeINfZ58jWufngmtR6v6qMjp2pfNdTIZge1.png,https://cdn.iticket.az/event/poster_bg/FAhfVhfYsYnYr93aHEELbZiWsUqKp7kuJFKJ13KC.jpg,1,True
9940,,stars-of-the-big-circus,40,black-friday,0+,11,45,3072,2025-11-29T09:00:00.000000Z,2025-11-30T11:00:00.000000Z,2025-09-27T08:00:00.000000Z,2025-11-30 13:40:00,,627,Aquatic Palace - Circus,+994 12 597 31 81,+994 50 542 17 77,40.3347638,49.8352098,https://cdn.iticket.az/event/poster/wYJRa5P3qBKgUYJEToHQJfIIGpTgnkr2H2HI7Loh.png,https://cdn.iticket.az/event/poster_bg/PkFon37wDKFqIzbPLb5ZkAuENKZWcMZw2PLqZrtZ.jpg,1,True
10292,,linocut-masterclass2025,71,master-class,16+,35,35,12,2025-11-29T10:00:00.000000Z,2025-11-29T12:50:00.000000Z,2025-11-11T08:00:00.000000Z,2025-11-29 14:10:00,,635,Ritual Theatre and Creative Laboratory,,,40.375249,49.8394723,https://cdn.iticket.az/event/poster/HRT15BzetnT9VB2rjlkPFGZHPufOidSewNY3Trvm.png,https://cdn.iticket.az/event/poster_bg/vRUsFwlDz7hFZWirMZueNzfoxzNZdBSBJuM7ZhOG.jpg,1,True
9924,,the-hologram-circus-show,18,circus,3+,15,35,4086,2025-11-29T10:30:00.000000Z,2025-11-30T15:30:00.000000Z,2025-09-24T08:00:00.000000Z,2025-11-30 18:50:00,,478,Circus Sea Breeze,(+994 55) 959 12 12,(+994 55) 959 12 12,40.5774009,49.9334194,https://cdn.iticket.az/event/poster/69Q6hBBrT8XN45pEFKexIHCl62B0KqYNx8i3xxip.png,https://cdn.iticket.az/event/poster_bg/1760bNSk4025tV3LP792pdre5hZBWdWxpJUFTe1T.jpg,1,True
10385,,mouk-masterclass,71,master-class,12+,30,30,20,2025-11-29T11:00:00.000000Z,2025-12-06T13:00:00.000000Z,2025-11-24T08:00:00.000000Z,2025-12-06 16:00:00,,650,YAY Gallery,+994 12 505 23 23,,40.3660258,49.8324969,https://cdn.iticket.az/event/poster/gby3m0eOQGeRxjkw6z6Vf2HvRWrP4S34kO4RwgUx.png,https://cdn.iticket.az/event/poster_bg/3RtFtakBsv0dTm9yJ6USbhAM60lU90CtAQCClNEg.jpg,1,True
10262,,la-la-land202512,98,cinema,16+,6,6,196,2025-11-29T11:00:00.000000Z,2025-11-29T13:00:00.000000Z,2024-09-09T08:00:00.000000Z,2025-11-29 15:30:00,,501,Baku Cinema,+994 (12) 375‒38‒60,+994 51‒535‒99‒73,40.3861711,49.959769,https://cdn.iticket.az/event/poster/bhvHRyVBghVIJO5bsXdqWTU1ZYqXzNHQi7SC0cbg.png,https://cdn.iticket.az/event/poster_bg/zwOnaWtkLVieSXt3XXPRInwDB6ThoxJjEPkqLbv5.jpg,1,True
3131,,kid-s-master-class-cooking,71,master-class,3+,15,15,20,2025-11-29T11:00:00.000000Z,2025-11-29T13:00:00.000000Z,2022-06-28T08:00:00.000000Z,2025-11-29 16:15:00,,229,Free Children,(+994) 50 433 06 71,(+994) 55 350 03 06,40.3945471,49.8351519,https://cdn.iticket.az/event/poster/D6P6SEdBh8LkverjT5u6GDIyFvGm3jCjoMeQSnP3.png,https://cdn.iticket.az/event/poster_bg/x7tqe0DleoqrjF1Jz27Q88yBvtkarIb2JecxcPLP.jpg,1,True
7012,,making-candles,7,kids,3+,20,25,8,2025-11-29T13:00:00.000000Z,2025-11-29T14:00:00.000000Z,2025-05-06T08:00:00.000000Z,2025-11-29 17:15:00,,229,Free Children,(+994) 50 433 06 71,(+994) 55 350 03 06,40.3945471,49.8351519,https://cdn.iticket.az/event/poster/TJQZ7hkyYXYdrifnETPLuDAYPbinT3QS1eBXvXvt.png,https://cdn.iticket.az/event/poster_bg/aVPVD0GjFHTVqUpmHFmmF9A3yaVAdNnp163CR9Gx.jpg,1,True
10291,,canvas-painting-masterclass,7,kids,14+,35,35,12,2025-11-29T14:00:00.000000Z,2025-11-29T16:00:00.000000Z,2025-11-11T08:00:00.000000Z,2025-11-29 18:10:00,,635,Ritual Theatre and Creative Laboratory,,,40.375249,49.8394723,https://cdn.iticket.az/event/poster/vBp5K40eNMJmq1doXsF7qi1hNijO0aKVGcDvt8d2.png,https://cdn.iticket.az/event/poster_bg/vYLuuVRv3i2G5mZvvkvcv0kHPViNV881FNUWvPTC.jpg,1,True
8520,,once-upon-a-time-in-the-shamakhi-khanate,4,theatre,5+,5,5,297,2025-11-29T14:00:00.000000Z,2025-12-07T14:50:00.000000Z,2024-09-11T08:00:00.000000Z,2025-12-07 18:10:00,,145,Azerbaijan State Puppet Theatr,(+994 12) 4926425,,40.367174,49.838835,https://cdn.iticket.az/event/poster/nWOwVcqgPrSPhcGTo6Buo9khh8wjAKnDlZCJ01oS.png,https://cdn.iticket.az/event/poster_bg/7zXIf82uUrDcfjoKSneiJny6lrvmVtJKBjNrgaK4.jpg,1,True
10328,,red-devils,3,concerts,18+,12,20,152,2025-11-29T15:00:00.000000Z,2025-11-29T21:00:00.000000Z,2025-11-18T08:00:00.000000Z,2025-11-29 22:00:00,,626,Dejavu Music Bar,+994 70 331 11 06,,40.3755991,49.8398556,https://cdn.iticket.az/event/poster/yQGLAd2HMrrXcu9xaErmI4Q6q5e6lCPRYYtsTlrI.png,https://cdn.iticket.az/event/poster_bg/VcZ41HhKkLjFyOp27nLRAOq5KdpN1Eh7iZgioEhG.jpg,1,True
9983,,feqan-mammadov-stand-up-show-sumgayit,3,concerts,6+,10,50,224,2025-11-29T15:00:00.000000Z,2025-11-29T17:00:00.000000Z,2025-10-03T08:00:00.000000Z,2025-11-29 20:00:00,,158,Sumqayıt şəhəri Kimyaçı Mədəniyyət Sarayı,,,40.5786095,49.6805428,https://cdn.iticket.az/event/poster/3TQA8QNVrmTxvimi7tQFuYU6X5rcixSBSjTTOXVQ.png,https://cdn.iticket.az/event/poster_bg/v4RFYWREWSPqQZKR8rOyYZp7tn5Ahw2VSRyRcQIK.jpg,1,True
7022,,the-collapsed-alliance,4,theatre,15+,7,8,71,2025-11-29T15:00:00.000000Z,2025-11-29T16:30:00.000000Z,2024-12-23T08:00:00.000000Z,2025-11-29 19:05:00,,236,Shusha State Musical Drama Theatre,,+994 70 666 44 55,40.4251788,49.8439495,https://cdn.iticket.az/event/poster/V6Gaccb1zY7XdHabaimWjFhZbFLwtO1z6G1YJHre.png,https://cdn.iticket.az/event/poster_bg/Ajvcdv73yFOpO90UJb3qsR6KfFrrBdLxLEOtKeAB.jpg,1,True
6446,,a-day-equal-to-a-century,4,theatre,6+,10,20,309,2025-11-29T15:00:00.000000Z,2025-11-29T17:00:00.000000Z,2025-10-16T06:00:00.000000Z,2025-11-29 19:30:00,,8,Academic National Drama Theatre,(+994 12) 596 26 47,,40.3752448,49.8311684,https://cdn.iticket.az/event/poster/trLWYxO7QJKVKEZRfBgT9mncewLjmgtVorJf9pXO.png,https://cdn.iticket.az/event/poster_bg/X4Ef9JFo4ZjGR99ygOABNScuXnkCrmZEeB1xJpzM.jpg,1,True
5986,,of-mice-and-men23,4,theatre,16+,10,20,113,2025-11-29T15:00:00.000000Z,2025-12-20T16:00:00.000000Z,2025-04-10T06:00:00.000000Z,2025-12-20 19:05:00,,315,M Teatr,,+994  70 278 40 01    +994 55 278 40 01,40.3999746,49.8130657,https://cdn.iticket.az/event/poster/DplOD2hNzIaS3psdKGUMjFqd20ZvQuriERW3Jaik.png,https://cdn.iticket.az/event/poster_bg/0ftGlyk6WjlsEGn4XmNx0KoktRBNLi86aENYhtsQ.jpg,1,True
5824,,i-am-i3,4,theatre,16+,5,15,22,2025-11-29T15:00:00.000000Z,2025-12-13T16:00:00.000000Z,2023-11-03T08:00:00.000000Z,2025-12-13 19:30:00,,420,Azerbaijan State Yugh Theater (in the building of the Puppet Theater),(+994 12) 4926425,,40.367174,49.838835,https://cdn.iticket.az/event/poster/9uxynXzB2mUcIgpLMyS4I5Q5cvMbOgbfuwdWeShP.png,https://cdn.iticket.az/event/poster_bg/Eq6aoD7800qT2z0oKYPyNJYfCoyQE3kDxy3qZ1SY.jpg,1,True
5689,,leyli-and-majnun-dmt,4,theatre,6+,8,15,181,2025-11-29T15:00:00.000000Z,2025-11-29T17:04:00.000000Z,2025-10-17T08:00:00.000000Z,2025-11-29 19:30:00,,44,Azerbaijan State Academic Musical Theatre,(+994 12) 598 49 17,,40.3686438,49.8400248,https://cdn.iticket.az/event/poster/he8Cj6O6StO98d2sViUhd8X6y8xNpZEVKbg38qqv.png,https://cdn.iticket.az/event/poster_bg/k8xycJDYQ1RN1nHm9dXJB8MKAQRGYYUp1aQ9LMaz.jpg,1,True
1140,,pride-and-prejudice,4,theatre,6+,10,15,184,2025-11-29T15:00:00.000000Z,2025-11-29T16:30:00.000000Z,2025-10-19T08:40:00.000000Z,2025-11-29 19:30:00,,17,Academic Russian Drama Theater,(+994 12) 493 76 54,,40.3724668,49.8406605,https://cdn.iticket.az/event/poster/i4VV3JXDjXwjYEFF4dgm2zNKkhdN4vyKNTeuEcSL.png,https://cdn.iticket.az/event/poster_bg/xuKia1aIsuS5TTLhhhhKZ73eQeiAtedlpZSH0lu6.jpg,1,True
1085,,leyli-ve-mecnum,4,theatre,16+,10,15,102,2025-11-29T15:00:00.000000Z,2025-11-29T17:00:00.000000Z,2024-09-21T20:00:00.000000Z,2025-11-29 19:30:00,,13,National Theatre of Young Spectators,,(+994 51) 466 23 80,40.3740928,49.8449118,https://cdn.iticket.az/event/poster/b7FGVBn0sAZG1Kg2YVWDLhZUbbE5KXUaawICOciC.png,https://cdn.iticket.az/event/poster_bg/q342F0G2QQZ7NHh0oKpcHolXCKV1fxKiJ18hiBe0.jpg,1,True
1018,,leyli-and-majnun-gtt,4,theatre,12+,17,19,515,2025-11-29T15:00:00.000000Z,2026-02-14T16:00:00.000000Z,2025-10-07T08:00:00.000000Z,2026-02-14 19:30:00,,105,Marionette Theater,(+994 12) 505 65 80,,40.3647439,49.8343169,https://cdn.iticket.az/event/poster/kvWdD5pvNq3yQ40kLgH25zJTj9oz5IWaoHDZE0Hl.png,https://cdn.iticket.az/event/poster_bg/4OigWaFgpYNQh88BOTgQ4NgOIZuehAYFncLcdm5L.jpg,1,True
9757,,coco-jambo-project-anele-charles,3,concerts,6-+,20,50,482,2025-11-29T15:30:00.000000Z,2025-11-29T17:00:00.000000Z,2025-11-13T08:00:00.000000Z,2025-11-29 20:00:00,,27,The concert hall of Opera Studio to Baku Music Academy,(+994 12)493 02 30,,40.3770634,49.844961,https://cdn.iticket.az/event/poster/8Az57isJUUtF0R2YLnL7GpAf0KrJ0mdO9ftdxUym.png,https://cdn.iticket.az/event/poster_bg/2BWgDSihFPlDLlIU7eVjpNJLlRF1rtCIVuO9ZdF6.jpg,1,True
6452,,turkish-pop-night12,74,hayal-kahvesi,18+,10,25,689,2025-11-29T15:30:00.000000Z,2025-11-29T19:30:00.000000Z,2025-10-20T08:00:00.000000Z,2025-11-29 23:00:00,,357,Hayal Kahvesi,+994 55 208 41 41,,40.3707404,49.8496994,https://cdn.iticket.az/event/poster/HqPmzRTvCyZzUf4c9J4rnLAnd96EWnFDsgbixfH0.png,https://cdn.iticket.az/event/poster_bg/QnrQ1NNNpHVQbk3CtJxz6F5k3JG1IgREzDUBZn9a.jpg,1,True
10333,,rashid-behbudov-and-muslim-magomayev-night,3,concerts,15+,10,20,184,2025-11-29T16:00:00.000000Z,2025-11-29T18:00:00.000000Z,2025-11-18T08:00:00.000000Z,2025-11-29 20:30:00,,406,Flora Çay Garden,+994125943414,+994552120218,40.3730507,49.8341732,https://cdn.iticket.az/event/poster/WLsVDHpOgYzoLNdMCc4KWpvMncLLe35pn6ShpQFL.png,https://cdn.iticket.az/event/poster_bg/tsyNKqZCWKRcU0vodmS1bnD2oCOwTXq8pgLQ31SQ.jpg,1,True
10043,,east-or-west,3,concerts,12+,10,40,81,2025-11-29T16:00:00.000000Z,2025-11-29T18:00:00.000000Z,2025-10-10T08:00:00.000000Z,2025-11-29 20:30:00,,36,Rashid Behbudov Azerbaijan State Song Theatre,(+994 12) 493 94 15,,40.3747143,49.8468949,https://cdn.iticket.az/event/poster/x9D0aKKVp1EtbeORtQW2U83MhzNxLXQ4uh2PV7QV.png,https://cdn.iticket.az/event/poster_bg/z1YZ7uknUhLJYaRRqCimFQV1DWcvH8BNvSsBgFEE.jpg,1,True
9849,,meltem-hayirli29,3,concerts,16+,35,200,208,2025-11-29T16:00:00.000000Z,2025-11-29T20:00:00.000000Z,2025-06-02T08:00:00.000000Z,2025-11-29 21:00:00,,461,Jolly Joker Baku,,+994507007097,40.3392269,49.8408543,https://cdn.iticket.az/event/poster/kyPwtlxsOm73GWqfDkzwoQNT6Nul12YSS2PX7XaI.png,https://cdn.iticket.az/event/poster_bg/DsjyqJ7AB4Iam5HVM5zEQrtAOQOgQjcfllS47Lcc.jpg,1,True
10327,,disneyland-festivalll2025,7,kids,3+,8,28,1540,2025-11-30T06:30:00.000000Z,2025-11-30T12:00:00.000000Z,2025-11-18T08:00:00.000000Z,2025-11-30 15:00:00,,20,Badamdar Estates,(+994 12) 538 90 90,,40.355019,49.8045295,https://cdn.iticket.az/event/poster/q5xMpCjQs6kEQxev14Jjuq92lsBZD79lx4qz1RHj.png,https://cdn.iticket.az/event/poster_bg/WLT1GR3Rhpz9QEr9Xaxn53LYSqeXJBl0soWOUn1d.jpg,1,True
9510,,labubu-show,7,kids,0+,9,29,418,2025-11-30T07:00:00.000000Z,2025-11-30T08:00:00.000000Z,2025-10-01T08:00:00.000000Z,2025-11-30 11:30:00,,27,The concert hall of Opera Studio to Baku Music Academy,(+994 12)493 02 30,,40.3770634,49.844961,https://cdn.iticket.az/event/poster/2VTjzAya2RUjvhWgzDauQS1MOIlMKT9hTSLoLeJv.png,https://cdn.iticket.az/event/poster_bg/vhMKhN8CxhKmsaReQTbsXeIJomLPyubhL0NKc6NA.jpg,1,True
7866,,bring-a-cartoon-to-life,71,master-class,6+,30,30,13,2025-11-30T07:00:00.000000Z,2025-11-30T10:30:00.000000Z,2024-12-02T08:00:00.000000Z,2025-11-30 13:05:00,,381,Teatr O2,+994 51 579 03 42‬,,40.3692189,49.8305985,https://cdn.iticket.az/event/poster/73hgYLVeCqY2OR7MvRsHYSyPNnurtAmraBmW3M3C.png,https://cdn.iticket.az/event/poster_bg/DjRHHlpvHvGuCpsJlLQaaSy3COaBVPdYv29rgN3u.jpg,1,True
5768,,gold-fish,4,theatre,3+,5,5,820,2025-11-30T08:00:00.000000Z,2025-12-06T12:50:00.000000Z,2024-02-22T08:00:00.000000Z,2025-12-06 16:10:00,,145,Azerbaijan State Puppet Theatr,(+994 12) 4926425,,40.367174,49.838835,https://cdn.iticket.az/event/poster/JHvK1YXdK9rbgwgA8upvtmWuIp6641liDILtFmck.png,https://cdn.iticket.az/event/poster_bg/iihJfTTERfcuqGE5Id2R9b2cRZNVMd04P6H2aLGI.jpg,1,True
1034,,skazka-o-care-saltane-knaze-gvidone-i-carevne-lebedi,7,kids,0+,5,5,500,2025-11-30T08:00:00.000000Z,2025-12-14T09:30:00.000000Z,2025-10-16T08:00:00.000000Z,2025-12-14 12:30:00,,17,Academic Russian Drama Theater,(+994 12) 493 76 54,,40.3724668,49.8406605,https://cdn.iticket.az/event/poster/O26p5xPSSCVOQ5G9KSSuTzBYFkWyTvGnQ6aXsHi8.png,https://cdn.iticket.az/event/poster_bg/EiyGhiSsgcNEeYQ5Ism6rPB1zVnr0bvLH2z14sTG.jpg,1,True
998,,sleeping-beauty-and-dwarfs,7,kids,3+,7,7,116,2025-11-30T08:00:00.000000Z,2025-11-30T09:00:00.000000Z,2025-10-17T08:00:00.000000Z,2025-11-30 12:30:00,,44,Azerbaijan State Academic Musical Theatre,(+994 12) 598 49 17,,40.3686438,49.8400248,https://cdn.iticket.az/event/poster/Sm0LUzYkbobimO8Vx0sjiYVa3KEd8ukwmkeSS0FW.png,https://cdn.iticket.az/event/poster_bg/3e6lzMKXwkqJqz3N3AAZ2MB6eXGgLzAmx8OycYw3.jpg,1,True
10312,,screening-of-the-film-leave-it-to-the-wind25,98,cinema,16+,6,6,196,2025-11-30T11:00:00.000000Z,2025-11-30T12:15:00.000000Z,2025-09-05T07:00:00.000000Z,2025-11-30 15:20:00,,501,Baku Cinema,+994 (12) 375‒38‒60,+994 51‒535‒99‒73,40.3861711,49.959769,https://cdn.iticket.az/event/poster/pedGJPtOFzEkfLROvpInbO0uHAHEM2XmL7TXF1Mb.png,https://cdn.iticket.az/event/poster_bg/1Cx3AFvZrxXCQCxgrSRPmmW9EGm1ybyVYjVybv3P.jpg,1,True
10259,,movie-me-before-you47474,98,cinema,3+,6,6,196,2025-11-30T11:00:00.000000Z,2025-11-30T12:50:00.000000Z,2024-09-09T08:00:00.000000Z,2025-11-30 15:25:00,,501,Baku Cinema,+994 (12) 375‒38‒60,+994 51‒535‒99‒73,40.3861711,49.959769,https://cdn.iticket.az/event/poster/X86CUcJ0pl6jScgaQvxp6cMsHdIHcd9d7WQ9P9i7.png,https://cdn.iticket.az/event/poster_bg/qhUEe5lcjHmCdlwkM6VDGGieAlAR6Zyyuo180pz4.jpg,1,True
